,diploids,tetraploids,plate,line,rep,salt,iter,week,pop,plate
C10.fcs,16731,1511,2,D,6,1,2,7,D61,2
B1.fcs,11795,651,1,A,1,0,2,8,A10,1
B2.fcs,8881,1485,1,A,1,0,1,8,A10,1
B3.fcs,12968,866,1,A,2,0,1,8,A20,1
B4.fcs,12007,828,1,A,2,0,2,8,A20,1
B5.fcs,12682,951,1,A,3,0,1,8,A30,1
B6.fcs,12036,780,1,A,3,0,2,8,A30,1
B7.fcs,16213,1559,1,A,4,0,1,8,A40,1
B8.fcs,13544,1868,1,A,4,0,2,8,A40,1
B9.fcs,9376,560,1,A,5,0,1,8,A50,1
B10.fcs,12002,785,1,A,5,0,2,8,A50,1
B11.fcs,7360,1749,1,A,6,0,1,8,A60,1
B12.fcs,10738,747,1,A,6,0,2,8,A60,1
C1.fcs,13764,898,1,B,1,0,1,8,B10,1
C2.fcs,16468,1076,1,B,1,0,2,8,B10,1
C3.fcs,15407,1080,1,B,2,0,1,8,B20,1
C4.fcs,15568,1177,1,B,2,0,2,8,B20,1
C5.fcs,14452,988,1,B,3,0,1,8,B30,1
C6.fcs,14297,1046,1,B,3,0,2,8,B30,1
C7.fcs,11612,920,1,B,4,0,1,8,B40,1
C8.fcs,14341,1089,1,B,4,0,2,8,B40,1
C9.fcs,12062,887,1,B,5,0,1,8,B50,1
C10.fcs,10029,573,1,B,5,0,2,8,B50,1
C11.fcs,12648,948,1,B,6,0,1,8,B60,1
C12.fcs,12943,895,1,B,6,0,2,8,B60,1
D1.fcs,18405,1251,1,C,1,0,1,8,C10,1
D2.fcs,18764,3244,1,C,1,0,2,8,C10,1
D3.fcs,15670,925,1,C,2,0,1,8,C20,1
D4.fcs,19897,1384,1,C,2,0,2,8,C20,1
D5.fcs,16673,1444,1,C,3,0,1,8,C30,1
D6.fcs,15939,1323,1,C,3,0,2,8,C30,1
D7.fcs,13827,4150,1,C,4,0,1,8,C40,1
D8.fcs,18950,1557,1,C,4,0,2,8,C40,1
D9.fcs,11515,2663,1,C,5,0,1,8,C50,1
D10.fcs,14120,754,1,C,5,0,2,8,C50,1
D11.fcs,12543,725,1,C,6,0,1,8,C60,1
D12.fcs,12621,613,1,C,6,0,2,8,C60,1
E1.fcs,18339,2122,1,D,1,0,1,8,D10,1
E2.fcs,19447,1806,1,D,1,0,2,8,D10,1
E3.fcs,17808,1559,1,D,2,0,1,8,D20,1
E4.fcs,20282,1904,1,D,2,0,2,8,D20,1
E5.fcs,19580,1995,1,D,3,0,1,8,D30,1
E6.fcs,16351,1197,1,D,3,0,2,8,D30,1
E7.fcs,16390,2983,1,D,4,0,1,8,D40,1
E8.fcs,16364,1224,1,D,4,0,2,8,D40,1
E9.fcs,18752,1493,1,D,5,0,1,8,D50,1
E10.fcs,15748,2222,1,D,5,0,2,8,D50,1
E11.fcs,18514,1818,1,D,6,0,1,8,D60,1
E12.fcs,17853,1799,1,D,6,0,2,8,D60,1
B1.fcs,10645,3822,2,A,1,1,1,8,A11,2
B2.fcs,12527,677,2,A,1,1,2,8,A11,2
B3.fcs,9648,703,2,A,2,1,1,8,A21,2
B4.fcs,10141,570,2,A,2,1,2,8,A21,2
B5.fcs,14419,1179,2,A,3,1,1,8,A31,2
B6.fcs,9452,1265,2,A,3,1,2,8,A31,2
B7.fcs,11407,822,2,A,4,1,1,8,A41,2
B8.fcs,10568,2272,2,A,4,1,2,8,A41,2
B9.fcs,6646,776,2,A,5,1,1,8,A51,2
B10.fcs,6564,418,2,A,5,1,2,8,A51,2
B11.fcs,9562,570,2,A,6,1,1,8,A61,2
B12.fcs,10714,790,2,A,6,1,2,8,A61,2
C1.fcs,9498,1548,2,B,1,1,1,8,B11,2
C2.fcs,10528,547,2,B,1,1,2,8,B11,2
C3.fcs,14881,1010,2,B,2,1,1,8,B21,2
C4.fcs,10764,1311,2,B,2,1,2,8,B21,2
C5.fcs,9978,869,2,B,3,1,1,8,B31,2
C6.fcs,12127,1141,2,B,3,1,2,8,B31,2
C7.fcs,12218,1797,2,B,4,1,1,8,B41,2
C8.fcs,12544,1121,2,B,4,1,2,8,B41,2
C9.fcs,10137,777,2,B,5,1,1,8,B51,2
C10.fcs,11233,1231,2,B,5,1,2,8,B51,2
D1.fcs,11025,789,2,C,1,1,1,8,C11,2
D2.fcs,12318,890,2,C,1,1,2,8,C11,2
D3.fcs,11526,916,2,C,2,1,1,8,C21,2
D4.fcs,13947,1109,2,C,2,1,2,8,C21,2
D5.fcs,12064,877,2,C,3,1,1,8,C31,2
D6.fcs,10548,1071,2,C,3,1,2,8,C31,2
D7.fcs,10659,1749,2,C,4,1,1,8,C41,2
D8.fcs,11798,1472,2,C,4,1,2,8,C41,2
D9.fcs,9065,1287,2,C,5,1,1,8,C51,2
D10.fcs,9526,608,2,C,5,1,2,8,C51,2
D11.fcs,9193,499,2,C,6,1,1,8,C61,2
D12.fcs,8239,462,2,C,6,1,2,8,C61,2
E1.fcs,10805,1159,2,D,1,1,1,8,D11,2
E2.fcs,10979,1140,2,D,1,1,2,8,D11,2
E3.fcs,10281,743,2,D,2,1,1,8,D21,2
E4.fcs,9248,1521,2,D,2,1,2,8,D21,2
E5.fcs,10420,552,2,D,3,1,1,8,D31,2
E6.fcs,9717,1996,2,D,3,1,2,8,D31,2
E7.fcs,12249,1044,4,D,4,1,1,8,D41,2
E8.fcs,14674,798,4,D,4,1,2,8,D41,2
E9.fcs,13483,1435,4,D,6,1,1,8,D61,2
E10.fcs,11018,736,4,D,6,1,2,8,D61,2
B1.fcs,9619,1212,1,A,1,0,2,9,A10,1
B2.fcs,9910,327,1,A,1,0,1,9,A10,1
B3.fcs,10557,396,1,A,2,0,1,9,A20,1
B4.fcs,10088,1080,1,A,2,0,2,9,A20,1
B5.fcs,11807,648,1,A,3,0,1,9,A30,1
B6.fcs,11205,1182,1,A,3,0,2,9,A30,1
B7.fcs,11603,1058,1,A,4,0,1,9,A40,1
B8.fcs,13729,2225,1,A,4,0,2,9,A40,1
B9.fcs,9895,624,1,A,5,0,1,9,A50,1
B10.fcs,10381,615,1,A,5,0,2,9,A50,1
B11.fcs,9103,1195,1,A,6,0,1,9,A60,1
B12.fcs,9460,460,1,A,6,0,2,9,A60,1
C1.fcs,9353,401,1,B,1,0,1,9,B10,1
C2.fcs,11363,2089,1,B,1,0,2,9,B10,1
C3.fcs,9602,563,1,B,2,0,1,9,B20,1
C4.fcs,10249,533,1,B,2,0,2,9,B20,1
C5.fcs,13995,2108,1,B,3,0,1,9,B30,1
C6.fcs,13113,1297,1,B,3,0,2,9,B30,1
C7.fcs,15987,879,1,B,4,0,1,9,B40,1
C8.fcs,13605,687,1,B,4,0,2,9,B40,1
C9.fcs,6951,334,1,B,5,0,1,9,B50,1
C10.fcs,8748,420,1,B,5,0,2,9,B50,1
C11.fcs,8350,405,1,B,6,0,1,9,B60,1
C12.fcs,8322,459,1,B,6,0,2,9,B60,1
D1.fcs,13837,633,1,C,1,0,1,9,C10,1
D2.fcs,10610,494,1,C,1,0,2,9,C10,1
D3.fcs,13609,730,1,C,2,0,1,9,C20,1
D4.fcs,10032,1177,1,C,2,0,2,9,C20,1
D5.fcs,15141,808,1,C,3,0,1,9,C30,1
D6.fcs,10737,740,1,C,3,0,2,9,C30,1
D7.fcs,11783,812,1,C,4,0,1,9,C40,1
D8.fcs,10430,948,1,C,4,0,2,9,C40,1
D9.fcs,9074,453,1,C,5,0,1,9,C50,1
D10.fcs,9502,845,1,C,5,0,2,9,C50,1
D11.fcs,9189,415,1,C,6,0,1,9,C60,1
D12.fcs,7614,482,1,C,6,0,2,9,C60,1
E1.fcs,16455,744,1,D,1,0,1,9,D10,1
E2.fcs,14441,788,1,D,1,0,2,9,D10,1
E3.fcs,15766,1016,1,D,2,0,1,9,D20,1
E4.fcs,10672,522,1,D,2,0,2,9,D20,1
E5.fcs,10524,1126,1,D,3,0,1,9,D30,1
E6.fcs,8780,936,1,D,3,0,2,9,D30,1
E8.fcs,12708,822,1,D,4,0,2,9,D40,1
E9.fcs,9685,443,1,D,5,0,1,9,D50,1
E10.fcs,9225,750,1,D,5,0,2,9,D50,1
E11.fcs,9450,494,1,D,6,0,1,9,D60,1
E12.fcs,9493,364,1,D,6,0,2,9,D60,1
B1.fcs,9491,966,2,A,1,1,1,9,A11,2
B2.fcs,10654,1439,2,A,1,1,2,9,A11,2
B3.fcs,9615,623,2,A,2,1,1,9,A21,2
B4.fcs,9297,670,2,A,2,1,2,9,A21,2
B5.fcs,8334,572,2,A,3,1,1,9,A31,2
B6.fcs,8795,546,2,A,3,1,2,9,A31,2
B8.fcs,10561,680,2,A,4,1,2,9,A41,2
B9.fcs,6636,579,2,A,5,1,1,9,A51,2
G2.fcs,6885,325,2,A,5,1,2,9,A51,2
B11.fcs,5720,329,2,A,6,1,1,9,A61,2
G4.fcs,4988,266,2,A,6,1,2,9,A61,2
C3.fcs,6233,1043,2,B,2,1,1,9,B21,2
C4.fcs,8886,950,2,B,2,1,2,9,B21,2
C5.fcs,10705,628,2,B,3,1,1,9,B31,2
C6.fcs,9901,1502,2,B,3,1,2,9,B31,2
G7.fcs,8866,427,2,B,4,1,1,9,B41,2
C8.fcs,8199,366,2,B,4,1,2,9,B41,2
C9.fcs,9330,416,2,B,5,1,1,9,B51,2
C10.fcs,8335,415,2,B,5,1,2,9,B51,2
D1.fcs,11714,439,2,C,1,1,1,9,C11,2
D2.fcs,11197,998,2,C,1,1,2,9,C11,2
D3.fcs,10162,726,2,C,2,1,1,9,C21,2
D4.fcs,8937,965,2,C,2,1,2,9,C21,2
D5.fcs,9096,1037,2,C,3,1,1,9,C31,2
D6.fcs,9295,414,2,C,3,1,2,9,C31,2
D7.fcs,9727,511,2,C,4,1,1,9,C41,2
D8.fcs,10318,1254,2,C,4,1,2,9,C41,2
D9.fcs,10231,321,2,C,5,1,1,9,C51,2
D10.fcs,10642,374,2,C,5,1,2,9,C51,2
D11.fcs,10013,1746,2,C,6,1,1,9,C61,2
D12.fcs,12582,538,2,C,6,1,2,9,C61,2
E1.fcs,11480,636,2,D,1,1,1,9,D11,2
E2.fcs,10074,503,2,D,1,1,2,9,D11,2
E3.fcs,9367,1140,2,D,2,1,1,9,D21,2
E4.fcs,9544,495,2,D,2,1,2,9,D21,2
E5.fcs,8889,1158,2,D,3,1,1,9,D31,2
E6.fcs,9600,390,2,D,3,1,2,9,D31,2
E7.fcs,12779,613,2,D,4,1,1,9,D41,2
E8.fcs,11193,480,2,D,4,1,2,9,D41,2
E9.fcs,10160,1145,2,D,6,1,1,9,D61,2
E10.fcs,8110,1562,2,D,6,1,2,9,D61,2
B1.fcs,9880,479,1,A,1,0,2,11,A10,1
B2.fcs,9272,499,1,A,1,0,1,11,A10,1
B3.fcs,10567,598,1,A,2,0,1,11,A20,1
B4.fcs,10608,1129,1,A,2,0,2,11,A20,1
B5.fcs,9011,1028,1,A,3,0,1,11,A30,1
B6.fcs,9141,712,1,A,3,0,2,11,A30,1
B7.fcs,10215,828,1,A,4,0,1,11,A40,1
B8.fcs,9937,1453,1,A,4,0,2,11,A40,1
B9.fcs,9578,791,1,A,5,0,1,11,A50,1
B10.fcs,9575,704,1,A,5,0,2,11,A50,1
B11.fcs,8992,684,1,A,6,0,1,11,A60,1
B12.fcs,9085,557,1,A,6,0,2,11,A60,1
C1.fcs,9366,465,1,B,1,0,1,11,B10,1
C2.fcs,8591,798,1,B,1,0,2,11,B10,1
C3.fcs,11338,507,1,B,2,0,1,11,B20,1
C4.fcs,10836,512,1,B,2,0,2,11,B20,1
C5.fcs,9184,461,1,B,3,0,1,11,B30,1
C6.fcs,9210,483,1,B,3,0,2,11,B30,1
C7.fcs,9016,492,1,B,4,0,1,11,B40,1
C8.fcs,9337,506,1,B,4,0,2,11,B40,1
C9.fcs,9467,555,1,B,5,0,1,11,B50,1
C10.fcs,9169,549,1,B,5,0,2,11,B50,1
C11.fcs,11040,724,1,B,6,0,1,11,B60,1
C12.fcs,9268,594,1,B,6,0,2,11,B60,1
D1.fcs,9730,505,1,C,1,0,1,11,C10,1
D2.fcs,9769,1247,1,C,1,0,2,11,C10,1
D3.fcs,8788,2462,1,C,2,0,1,11,C20,1
D4.fcs,9915,1587,1,C,2,0,2,11,C20,1
D5.fcs,9451,666,1,C,3,0,1,11,C30,1
D6.fcs,9956,629,1,C,3,0,2,11,C30,1
D7.fcs,10242,2005,1,C,4,0,1,11,C40,1
D8.fcs,10685,512,1,C,4,0,2,11,C40,1
D9.fcs,9819,595,1,C,5,0,1,11,C50,1
D10.fcs,9463,436,1,C,5,0,2,11,C50,1
D11.fcs,9713,648,1,C,6,0,1,11,C60,1
D12.fcs,10227,576,1,C,6,0,2,11,C60,1
E1.fcs,8977,482,1,D,1,0,1,11,D10,1
E2.fcs,8902,639,1,D,1,0,2,11,D10,1
E3.fcs,11268,1164,1,D,2,0,1,11,D20,1
E4.fcs,10263,541,1,D,2,0,2,11,D20,1
E5.fcs,9513,537,1,D,3,0,1,11,D30,1
E6.fcs,12821,993,1,D,3,0,2,11,D30,1
E7.fcs,10190,408,1,D,4,0,1,11,D40,1
E8.fcs,9171,560,1,D,4,0,2,11,D40,1
E9.fcs,10908,448,1,D,5,0,1,11,D50,1
E10.fcs,10677,458,1,D,5,0,2,11,D50,1
E11.fcs,10480,469,1,D,6,0,1,11,D60,1
E12.fcs,8787,962,1,D,6,0,2,11,D60,1
B1.fcs,8769,1525,2,A,1,1,1,11,A11,2
B2.fcs,9471,1694,2,A,1,1,2,11,A11,2
B3.fcs,9557,657,2,A,2,1,1,11,A21,2
B4.fcs,9318,620,2,A,2,1,2,11,A21,2
B5.fcs,8974,929,2,A,3,1,1,11,A31,2
B6.fcs,9399,532,2,A,3,1,2,11,A31,2
B7.fcs,10254,768,2,A,4,1,1,11,A41,2
B8.fcs,9678,1082,2,A,4,1,2,11,A41,2
B9.fcs,10317,2744,2,A,5,1,1,11,A51,2
B10.fcs,10556,957,2,A,5,1,2,11,A51,2
B11.fcs,9831,736,2,A,6,1,1,11,A61,2
B12.fcs,8772,1011,2,A,6,1,2,11,A61,2
C1.fcs,9538,475,2,B,1,1,1,11,B11,2
C2.fcs,9747,562,2,B,1,1,2,11,B11,2
C3.fcs,9921,574,2,B,2,1,1,11,B21,2
C4.fcs,9362,578,2,B,2,1,2,11,B21,2
C5.fcs,8688,1163,2,B,3,1,1,11,B31,2
C6.fcs,9233,489,2,B,3,1,2,11,B31,2
C7.fcs,9065,748,2,B,4,1,1,11,B41,2
C8.fcs,8416,1194,2,B,4,1,2,11,B41,2
C9.fcs,9092,599,2,B,5,1,1,11,B51,2
C10.fcs,9300,782,2,B,5,1,2,11,B51,2
D1.fcs,9038,568,2,C,1,1,1,11,C11,2
D2.fcs,9376,617,2,C,1,1,2,11,C11,2
D3.fcs,9074,777,2,C,2,1,1,11,C21,2
D4.fcs,8943,564,2,C,2,1,2,11,C21,2
D5.fcs,9251,816,2,C,3,1,1,11,C31,2
D6.fcs,9170,788,2,C,3,1,2,11,C31,2
D7.fcs,9342,545,2,C,4,1,1,11,C41,2
D8.fcs,9432,539,2,C,4,1,2,11,C41,2
D9.fcs,7253,402,2,C,5,1,1,11,C51,2
D10.fcs,9379,578,2,C,5,1,2,11,C51,2
D11.fcs,10085,584,2,C,6,1,1,11,C61,2
D12.fcs,10443,651,2,C,6,1,2,11,C61,2
E1.fcs,9611,674,2,D,1,1,1,11,D11,2
E2.fcs,11382,737,2,D,1,1,2,11,D11,2
E3.fcs,10345,546,2,D,2,1,1,11,D21,2
E4.fcs,10820,561,2,D,2,1,2,11,D21,2
E5.fcs,9958,576,2,D,3,1,1,11,D31,2
E6.fcs,9587,740,2,D,3,1,2,11,D31,2
E7.fcs,10496,503,2,D,4,1,1,11,D41,2
E8.fcs,9803,522,2,D,4,1,2,11,D41,2
E9.fcs,13880,861,2,D,6,1,1,11,D61,2
E10.fcs,10091,1281,2,D,6,1,2,11,D61,2
B1.fcs,10997,675,1,A,1,0,2,12,A10,1
B2.fcs,10098,1509,1,A,1,0,1,12,A10,1
B3.fcs,9734,553,1,A,2,0,1,12,A20,1
B4.fcs,7968,374,1,A,2,0,2,12,A20,1
B5.fcs,10301,1703,1,A,3,0,1,12,A30,1
B6.fcs,8630,413,1,A,3,0,2,12,A30,1
B7.fcs,7938,1511,1,A,4,0,1,12,A40,1
B8.fcs,9206,564,1,A,4,0,2,12,A40,1
B9.fcs,9813,937,1,A,5,0,1,12,A50,1
B10.fcs,9583,570,1,A,5,0,2,12,A50,1
B11.fcs,10535,749,1,A,6,0,1,12,A60,1
B12.fcs,7349,788,1,A,6,0,2,12,A60,1
C1.fcs,10223,609,1,B,1,0,1,12,B10,1
C2.fcs,11286,489,1,B,1,0,2,12,B10,1
C3.fcs,16578,908,1,B,2,0,1,12,B20,1
C4.fcs,15696,835,1,B,2,0,2,12,B20,1
C5.fcs,9574,330,1,B,3,0,1,12,B30,1
C6.fcs,10112,422,1,B,3,0,2,12,B30,1
C7.fcs,9905,369,1,B,4,0,1,12,B40,1
C8.fcs,9571,358,1,B,4,0,2,12,B40,1
C9.fcs,10350,461,1,B,5,0,1,12,B50,1
C10.fcs,9545,507,1,B,5,0,2,12,B50,1
C11.fcs,9568,375,1,B,6,0,1,12,B60,1
C12.fcs,9245,362,1,B,6,0,2,12,B60,1
D1.fcs,9260,1301,1,C,1,0,1,12,C10,1
D2.fcs,8364,391,1,C,1,0,2,12,C10,1
D3.fcs,10509,420,1,C,2,0,1,12,C20,1
D4.fcs,7935,1605,1,C,2,0,2,12,C20,1
D5.fcs,9442,499,1,C,3,0,1,12,C30,1
D6.fcs,10669,629,1,C,3,0,2,12,C30,1
D7.fcs,10010,385,1,C,4,0,1,12,C40,1
D8.fcs,10103,371,1,C,4,0,2,12,C40,1
D9.fcs,9854,364,1,C,5,0,1,12,C50,1
D10.fcs,10019,315,1,C,5,0,2,12,C50,1
D11.fcs,10707,621,1,C,6,0,1,12,C60,1
D12.fcs,10175,1191,1,C,6,0,2,12,C60,1
E1.fcs,9357,575,1,D,1,0,1,12,D10,1
E2.fcs,9545,529,1,D,1,0,2,12,D10,1
E3.fcs,10364,491,,D,2,0,1,12,D20,1
E4.fcs,11471,790,1,D,2,0,2,12,D20,1
E5.fcs,10438,551,1,D,3,0,1,12,D30,1
E6.fcs,12222,618,1,D,3,0,2,12,D30,1
E7.fcs,9861,449,1,D,4,0,1,12,D40,1
E8.fcs,11476,588,1,D,4,0,2,12,D40,1
E9.fcs,9376,565,1,D,5,0,1,12,D50,1
E10.fcs,10403,527,1,D,5,0,2,12,D50,1
E11.fcs,10773,588,1,D,6,0,1,12,D60,1
E12.fcs,10690,554,1,D,6,0,2,12,D60,1
B1.fcs,9293,433,2,A,1,1,1,12,A11,2
B2.fcs,9238,371,2,A,1,1,2,12,A11,2
B3.fcs,10132,530,2,A,2,1,1,12,A21,2
B4.fcs,9452,409,2,A,2,1,2,12,A21,2
B5.fcs,9176,347,2,A,3,1,1,12,A31,2
B6.fcs,8968,720,2,A,3,1,2,12,A31,2
B7.fcs,9124,398,2,A,4,1,1,12,A41,2
B8.fcs,10242,491,2,A,4,1,2,12,A41,2
B9.fcs,7583,1681,2,A,5,1,1,12,A51,2
B10.fcs,7825,1371,2,A,5,1,2,12,A51,2
B11.fcs,9149,410,2,A,6,1,1,12,A61,2
B12.fcs,9289,374,2,A,6,1,2,12,A61,2
C1.fcs,8838,537,2,B,1,1,1,12,B11,2
C2.fcs,9108,451,2,B,1,1,2,12,B11,2
C3.fcs,9167,631,2,B,2,1,1,12,B21,2
C4.fcs,9908,483,2,B,2,1,2,12,B21,2
C5.fcs,8935,557,2,B,3,1,1,12,B31,2
C6.fcs,8257,439,2,B,3,1,2,12,B31,2
C7.fcs,8615,559,2,B,4,1,1,12,B41,2
C8.fcs,9131,493,2,B,4,1,2,12,B41,2
C9.fcs,8993,583,2,B,5,1,1,12,B51,2
C10.fcs,9460,618,2,B,5,1,2,12,B51,2
D1.fcs,9538,369,2,C,1,1,1,12,C11,2
D2.fcs,10041,732,2,C,1,1,2,12,C11,2
D3.fcs,9671,307,2,C,2,1,1,12,C21,2
D4.fcs,8831,629,2,C,2,1,2,12,C21,2
D5.fcs,9473,588,2,C,3,1,1,12,C31,2
D6.fcs,8454,684,2,C,3,1,2,12,C31,2
D7.fcs,6886,653,2,C,4,1,1,12,C41,2
D8.fcs,7270,655,2,C,4,1,2,12,C41,2
D9.fcs,7833,504,2,C,5,1,1,12,C51,2
D10.fcs,9271,566,2,C,5,1,2,12,C51,2
D11.fcs,9206,453,2,C,6,1,1,12,C61,2
D12.fcs,9421,479,2,C,6,1,2,12,C61,2
E1.fcs,9896,420,2,D,1,1,1,12,D11,2
E2.fcs,9493,774,2,D,1,1,2,12,D11,2
E3.fcs,9771,330,2,D,2,1,1,12,D21,2
E4.fcs,9525,441,2,D,2,1,2,12,D21,2
E5.fcs,9034,841,2,D,3,1,1,12,D31,2
E6.fcs,8428,1518,2,D,3,1,2,12,D31,2
E7.fcs,9380,339,2,D,4,1,1,12,D41,2
E8.fcs,8591,1147,2,D,4,1,2,12,D41,2
E9.fcs,9575,393,2,D,6,1,1,12,D61,2
E10.fcs,9492,1987,2,D,6,1,2,12,D61,2
